name,gender,job,house,patronus,species,blood_status,loyalty,skills,birth,death,source,incantation,type,effect,characteristics,alias_names,titles,category,hand,light,difficulty,inventors,ingredients,side_effects,time,title
Bertha Jorkins' aunt,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Virgil Fowler's uncle,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Berthilde Roche,Female,['Auror'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bertie Bott,Male,['Confectioner'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bertie Higgs,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bertram,Male,[],,,Owl,,,,,,master,,,,,[],[],,,,,,,,,
Bertram Aubrey,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bertrand de Pensées-Profondes,Male,"['Philosopher', 'Author']",,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Beryl,Female,['Typing Pool for the Magical Congress of the United States of America'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Vlad Drakul,Male,[],,,Vampire,,,,,,master,,,,,[],['Count'],,,,,,,,,
Bella Navarro,Female,['Potioneer'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Vlad the Impaler,Male,[],,,Vampire or part-vampire,,,,,,master,,,,,"['Vlad Tepes', 'Vlad Drăculea', 'Vlad Dracula']",[],,,,,,,,,
Vogel's bodyguard,Male,['Personal bodyguard to Anton Vogel'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Wailing Widow,Female,[],,,"Human (formerly), Ghost",,,,,,master,,,,,[],[],,,,,,,,,
Bartholomew,Male,[],,,Owl,,,,,,master,,,,,[],[],,,,,,,,,
Wagga Wagga Werewolf,Male,[],,,Human (werewolf),,,,,,master,,,,,[],[],,,,,,,,,
Baruffio,Male,['Potioneer'],,,Human,,,,,,master,,,,,[],['Wizard'],,,,,,,,,
Baruffio's wife,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Basil Ardent Aurelius III,Male,['Scholar'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Basil Horton,Male,"['Quidditch player for the Falmouth Falcons', 'Cofounder of the Comet Trading Company']",,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Basilios G.,Male,['Veterinarian'],,,Human,,,,,,master,,,,,[],['Doctor'],,,,,,,,,
Basil Silva,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bastien Janvier,Male,['Keeper for the French National Quidditch team'],,,Human,,,,,,master,,,,,[],['Keeper'],,,,,,,,,
Bathsheda Babbling,Female,['Professor of the Study of Ancient Runes (before 1993–?)'],,,Human,,,,,,master,,,,,[],['Professor'],,,,,,,,,
Vulpus,Male,['Headmaster of Hogwarts School of Witchcraft and Wizardry (formerly)'],,,Human,,,,,,master,,,,,[],"['Professor', 'Headmaster']",,,,,,,,,
Bean,Female,[],,,Human,,,,,,master,,,,,[],['Beater'],,,,,,,,,
Beatrice,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Beatrice Green,Female,['Proprietress of Dogweed and Deathcap'],,,Human,,,,,,master,,,,,[],['Madam'],,,,,,,,,
Vulcan,Male,[],,,Fire Dwelling Salamander,,,,,,master,,,,,[],[],,,,,,,,,
Beatrix Bloxam's aunt,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Voice of lift,Female,['Information about which level and location at the British Ministry of Magic'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Beatrix Bloxam's father,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Beaumont Marjoribanks,Male,['Herbologist'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Beedle the Bard,Male,['Author'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Belgruff the Bludgeoner,Male,['Goblin rights activist (formerly)'],,,Goblin,,,,,,master,,,,,[],[],,,,,,,,,
Bess,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bethany Swordbane,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Betty Braithwaite,Female,['Reporter for the Daily Prophet'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bloke who fixed the toilet at Leaky Cauldron,Male,['Employee at the Leaky Cauldron'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Blossom Degrasse,Female,"['Author', 'Herbologist', 'Potioneer']",,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bly,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Blythe Parkin,Female,['Seeker for the English National Quidditch team'],,,Human,,,,,,master,,,,,[],['Seeker'],,,,,,,,,
Boa constrictor at the zoo,Male,[],,,Boa constrictor,,,,,,master,,,,,[],[],,,,,,,,,
Bob,Male,['Department for the Regulation and Control of Magical Creatures employee'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bob Ollerton,Male,['Co-founder of the Cleansweep Broom Company'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bodrig the Boss-Eyed,Male,['Spokesgoblin for the Brotherhood of Goblins'],,,Goblin,,,,,,master,,,,,[],[],,,,,,,,,
Bodrod the Bearded,Male,['Goblin rebel'],,,Goblin,,,,,,master,,,,,[],[],,,,,,,,,
Bogle-banshee,Female,[],,,Banshee,,,,,,master,,,,,[],[],,,,,,,,,
Bogomil Levski,,['Chaser for the Bulgarian National Quidditch team'],,,Human,Pure-blood or half-blood,,,,,master,,,,,[],[],,,,,,,,,
Bogrod,Male,['Gringotts Bank teller'],,,Goblin,,,,,,master,,,,,[],[],,,,,,,,,
Boil-ridden house-elf,Male,['Hogwarts house-elf'],,,House-elf,,,,,,master,,,,,[],[],,,,,,,,,
Bonawentura Wójcik,Male,['Seeker for the Polish National Quidditch team'],,,Human,,,,,,master,,,,,[],['Seeker'],,,,,,,,,
Bones,Male,[],,,Albino bloodhound,,,,,,master,,,,,[],[],,,,,,,,,
Boniface Toubeau,Male,['Co-president of an Académie française des sorciers committee'],,,Human,,,,,,master,,,,,[],['Co-president'],,,,,,,,,
Borf,Male,[],,,Wolf (offspring of two transformed werewolves),,,,,,master,,,,,[],[],,,,,,,,,
Boris the Bewildered,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Borklump,Male,[],,,Mooncalf,,,,,,master,,,,,['Pietro (by Luna Scamander)'],[],,,,,,,,,
Borys the Brute,Male,['Hypnotist'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Violetta Beauvais,Female,['Wandmaker'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Violet Sweeting,Female,['Wizard poacher'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Boy in a corridor,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Violet-cloaked wizard,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Blordak,Male,['Employee at Gringotts Wizarding Bank'],,,Goblin,,,,,,master,,,,,[],[],,,,,,,,,
Blodwyn Bludd,Male,['Singer'],,,Vampire,,,,,,master,,,,,['Vampire from the Valleys'],[],,,,,,,,,
Betty Bugbrooke,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Blishen,,"[""Inventor and/or manufacturer of Blishen's Safety Matches (presumably).""]",,,Human,Muggle,,,,,master,,,,,[],[],,,,,,,,,
Betty Burgess,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Betty Huxley,Female,['Waitress at the Three Broomsticks Inn'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bexelinda Bornswallow,Female,['Professor'],,,Human,,,,,,master,,,,,[],['Professor'],,,,,,,,,
Big Mic,,['Recording artist'],,,Human,Muggle,,,,,master,,,,,[],[],,,,,,,,,
Billingsley,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Billingsley's niece,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bill Ollerton,Male,['Co-founder of the Cleansweep Broom Company'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bill Stacey,Male,[],,,Human,,,,,,master,,,,,['Fighting Bill Stacy'],[],,,,,,,,,
Bill Weasley's pen-friend,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Virgil Fowler's Moke,Male,[],,,Moke,,,,,,master,,,,,[],[],,,,,,,,,
Violet Williams's father,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bimp,Male,['Painter'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Binky,Male,[],,,Rabbit,,,,,,master,,,,,[],[],,,,,,,,,
Violet Tillyman's seven children,,[],,,Human,"Pure-blood, Half-blood or Squib",,,,,master,,,,,[],[],,,,,,,,,
Biscuit,Female,[],,,Mooncalf,,,,,,master,,,,,[],[],,,,,,,,,
Violet Tillyman's mother,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Black Knight,Male (likely),[],,,"Human (formerly), Ghost",,,,,,master,,,,,[],['Knight'],,,,,,,,,
Violetta Hobday,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Blaise Zabini's mother's seven husbands,Males,[],,,Humans,,,,,,master,,,,,[],[],,,,,,,,,
Blanca Espinosa,Female,['Keeper for the Mexican National Quidditch team'],,,Human,,,,,,master,,,,,[],['Keeper'],,,,,,,,,
Blenheim Stalk,Male,"['Muggle expert', 'Author']",,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bletchley,,['British Ministry of Magic employee'],,,Human,Pure-blood or half-blood,,,,,master,,,,,[],[],,,,,,,,,
Blimey,Female,['Servant in the Circus Arcanus'],,,House-elf,,,,,,master,,,,,[],[],,,,,,,,,
Barry Wee Willie Winkle,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Baron B.,Male,['Chief of Surveillance'],,,Human,,,,,,master,,,,,[],['Auror'],,,,,,,,,
Antoine Charrier,Male,"[""Professor at École D'Apparition Démoniste Limus""]",,,Human,,,,,,master,,,,,[],['Professor'],,,,,,,,,
Arsenia Gonzales,Female,['Chaser for the American National Quidditch team'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Aristotle Twelvetrees,Male,['Keeper of Treasure and Dragots'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arkie Philpott,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Armando Dippet,Male,['Head of Hogwarts School of Witchcraft and Wizardry (early 20th century–between 1965 & 1971)'],,,Human,,,,,,master,,,,,[],"['Head of Hogwarts School of Witchcraft and Wizardry', 'Professor']",,,,,,,,,
Armenian warlock,Male,[],,,Human,,,,,,master,,,,,[],['Warlock'],,,,,,,,,
Arn,Male,"['Painter', 'Merchant']",,,Goblin,,,,,,master,,,,,[],[],,,,,,,,,
Arnold,Male,[],,,Pygmy Puff,,,,,,master,,,,,[],[],,,,,,,,,
Arnold Guzman,Male,['American emissary to the International Confederation of Wizards'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arnold Peasegood,Male,"['Obliviator for the Accidental Magic Reversal Squad (c. 1994–)', 'Hit Wizard']",,,Human,,,,,,master,,,,,['Arnie'],[],,,,,,,,,
Arnold Vogler,Male,"['Professional Quidditch player for the Heidelberg Harriers (formerly)', 'Quidditch commentator']",,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arnulf Moe,Male,['Manager of the Norwegian National Quidditch team'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arsenius Jigger,Male,"['Author', 'Potioneer', 'Professor of Defence Against the Dark Arts at Hogwarts School of Witchcraft and Wizardry']",,,Human,,,,,,master,,,,,[],['Professor'],,,,,,,,,
Barny the Fruitbat,Male,[],,,Fruit bat,,,,,,master,,,,,[],[],,,,,,,,,
Artemis,Female,[],,,Deity,,,,,,master,,,,,[],[],,,,,,,,,
Warrington sisters' grandmother,Female,[],,,Human,,,,,,master,,,,,['Nana (by Ivy Warrington)'],[],,,,,,,,,
Artemius Lawson,Male,['Activist'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arthur B. G.,Male,['Shopkeeper'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arthur Conan Doyle,Male,"['Author', 'Physician']",,,Human,,,,,,master,,,,,[],['Sir'],,,,,,,,,
Arthur Plummly's father,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arthur Siggs,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arthur Weasley's contact at the Floo Regulation Panel,Male,['Floo Regulation Panel employee'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arturo Cephalopos,Male,['Wandmaker'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arif Sikander,Male,['Muggle Studies Professor at Hogwarts School of Witchcraft and Wizardry (1990–1991 school year)'],,,Human,,,,,,master,,,,,[],['Professor'],,,,,,,,,
Ariel Singleton,Female,['Seeker for the American National Quidditch team'],,,Human,,,,,,master,,,,,[],['Seeker'],,,,,,,,,
Argo Pyrites,Male,"['Alchemist', 'Author']",,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arcus,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Antonia Creaseworthy,Female,['Head of Hogwarts School of Witchcraft and Wizardry (unknown period)'],,,"Human (formerly), Ghost",,,,,,master,,,,,[],"['Professor', 'Dame', 'Head of Hogwarts School of Witchcraft and Wizardry']",,,,,,,,,
Antonio,Male,[],,,Chupacabra,,,,,,master,,,,,[],[],,,,,,,,,
Anton Vogel,Male,"['German Minister for Magic', 'Supreme Mugwump of the International Confederation of Wizards (-1932)']",,,Human,,,,,,master,,,,,[],"['Minister for Magic', 'Supreme Mugwump']",,,,,,,,,
Apolline Delacour's mother,Female,[],,,Veela,,,,,,master,,,,,[],[],,,,,,,,,
Warty Harris,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Apothecary shopkeeper,Male,['Shopkeeper of the Apothecary'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Apple,Female,[],,,Common Welsh Green,,,,,,master,,,,,[],[],,,,,,,,,
Aquila Greengrass,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Aragog,Male,[],,,Acromantula,,,,,,master,,,,,[],[],,,,,,,,,
Vulnera Sanentur,,,,,,,,,,,master,Vulnera Sanentur(VUL-ner-ahsah-NEN-tour),,Slows blood flowClears residueKnits wounds,,,,"Healing spell, Counter-curse, Charm",Trace wand over wounds or,None or green,,,,,,
Aravind Chaudhary,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Arcadinho,Male,['Wizard guide'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Archibald Alderton,Male,['Cook'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Archibald Bennett,Male,"['Wigmaker', 'Shopkeeper']",,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Archibald Bienbon,Male,['Co-president of a Académie française des sorciers committee'],,,Human,,,,,,master,,,,,[],['Co-president'],,,,,,,,,
Archibald Eagleton,Male,"['Magizoologist', 'Entrepreneur', 'British Ministry of Magic official', 'Counsellor of Field Studies at Hogwarts School of Witchcraft and Wizardry']",,,Human,,,,,,master,,,,,['Archie'],['Professor'],,,,,,,,,
Archie Aymslowe,Male,['Activist'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Archie Bickle,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Archimedes,Male,[],,,Snowy owl,,,,,,master,,,,,[],[],,,,,,,,,
Architect of Hogwarts,Male,['Architect'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Vermiculus,,,,,,,,,,,master,Vermiculus(vur-MICK-yoo-luhs),,Turns things into worms,,,,"Transfiguration, Jinx",Point wand,Yellow,,,,,,
Verdimillious Duo Spell,,,,,,,,,,,master,Verdimillious(VUR-duh-MILL-ee-us),,"Do damage to an opponent, Revealed hidden objects",,,,Charm,Forwards slash,Green,,,,,,
Verdimillious Charm,,,,,,,,,,,master,Verdimillious(vur-duh-MILL-ee-us),,"Do damage to opponents, Reveal hidden things",,,,Charm,Forwards slash,Green,,,,,,
Asgard Pettersson,Male,['Beater for the Nordic National Quidditch team'],,,Human,,,,,,master,,,,,[],['Beater'],,,,,,,,,
Asgeir Knutsen,Female,['Beater for the Nordic National Quidditch team'],,,Human,,,,,,master,,,,,[],['Beater'],,,,,,,,,
Asha,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Badeea Ali's childhood friend,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Badgered Boy,Male,[],,,"Human, Badger",,,,,,master,,,,,[],[],,,,,,,,,
Badger Picklish III,Male,['Seeker'],,,Ghost (formerly human),,,,,,master,,,,,[],['Seeker'],,,,,,,,,
Bagshot,,[],,,Human,Pure-blood or half-blood (presumably),,,,,master,,,,,[],[],,,,,,,,,
Bald Healer,Male,['Healer'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Balfour Blane,Male,['Founder of the Committee on Experimental Charms'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Ball Guest,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Baltimore bride,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Wakanda,Female,['British Ministry of Magic employee (possibly in the Department of Magical Law Enforcement)'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Bandon Banshee,Female,[],,,Banshee,,,,,,master,,,,,[],[],,,,,,,,,
Bane,Male,[],,,Centaur,,,,,,master,,,,,[],[],,,,,,,,,
Barberus Bragge,Male,"[""Chief of the Wizards' Council""]",,,Human,,,,,,master,,,,,[],['Chief'],,,,,,,,,
Bardolph Beaumont,Male,[],,,"Human (formerly), Inferius",,,,,,master,,,,,[],[],,,,,,,,,
Barnabas Cuffe,Male,['Editor-in-chief of the Daily Prophet'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Barnabas Deverill,Male,[],,,Human,,,,,,master,,,,,[],['Warlock'],,,,,,,,,
Barnabas the Barmy,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Barnabus Blenkinsop,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Barnabus Finkley,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Waiter serving dragon tarare,Male,['Waiter at Slug Club Christmas party'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Waiters at Bill Weasley and Fleur Delacour's wedding,Males,['Waiters'],,,Humans,,,,,,master,,,,,[],[],,,,,,,,,
Waiter at the Slug Club Christmas party,Male,['Waiter at the Slug Club Christmas party'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Waiter,Male,['Waiter at the Leaky Cauldron'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Barnaby Ollerton,Male,['Broom-maker'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Barnaby Snell,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Badeea Ali's uncle,Male,['Magical tea shop owner'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Baby Chinese Fireball's mother,Female,[],,,Dragon (Chinese Fireball),,,,,,master,,,,,[],[],,,,,,,,,
Warlock's friends,Males,[],,,Humans,,,,,,master,,,,,[],[],,,,,,,,,
Baby Chinese Fireball,Female,[],,,Dragon (Chinese Fireball),,,,,,master,,,,,[],[],,,,,,,,,
Astor Bellchant,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Wandsley Brothers,Males,['Wizarding inn owners (formerly)'],,,Humans,,,,,,master,,,,,[],[],,,,,,,,,
Astrid Cole's classmate,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Astrid Cole's father,Male,['Criminal investigator'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Astrid Cole's mother,Female,['Employee at the Department of Magical Accidents and Catastrophes'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Asuka,Female,['Chaser for the Toyohashi Tengu (formerly)'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Walter Parkin,Male,['Butcher'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Audrey Weasley,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Walter Crane,Male,['Artist'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Augustine,Female,['Fortune teller'],,,Human,,,,,,master,,,,,[],['Mademoiselle'],,,,,,,,,
August Quill,Male,['Auror '],,,Human,,,,,,master,,,,,[],['Auror'],,,,,,,,,
Augustus Hill,Male,['Shopkeeper of Gladrags Wizardwear'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Augustus Pye,Male,['Trainee Healer'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Augustus Worme,Male,['Publisher for Obscurus Books'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Aurelius Dumbledore's aunt,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Aurelius Dumbledore's mother,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Aurora Dillon,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
"Author of Hairy Snout, Human Heart",Male,['Author'],,,Human (werewolf),,,,,,master,,,,,[],[],,,,,,,,,
Walter Aragon,Male,"['Headmaster of Hogwarts School of Witchcraft and Wizardry', 'Author', 'Chess player', 'Professor']",,,Human,,,,,,master,,,,,[],"['Professor', 'Headmaster', 'Chess master']",,,,,,,,,
Avery Hawksworth,Male,['Chaser and Captain of the English National Quidditch team'],,,Human,,,,,,master,,,,,[],"['Captain', 'Chaser']",,,,,,,,,
Babajide Akingbade,Male,['Supreme Mugwump of the International Confederation of Wizards'],,,Human,,,,,,master,,,,,[],['Supreme Mugwump'],,,,,,,,,
Babayaga,Female,[],,,Hag,,,,,,master,,,,,[],[],,,,,,,,,
Babbitty Rabbitty,Female,['Washerwoman'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Emerett Picardy,Male,['Author'],,,Human,,,,,,master,,,,,[],['Professor'],,,,,,,,,
Elliot Smethwyck,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Emeric the Evil,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Jacob's mother,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Ivan Volkov,Male,['Beater for the Bulgarian National Quidditch team'],,,Human,,,,,,master,,,,,[],['Beater'],,,,,,,,,
Ivor Dillonsby,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified merwoman at the Great Lake (I),Female,[],,,Selkie,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified merman at the Great Lake,Male,[],,,Selkie,,,,,,master,,,,,[],[],,,,,,,,,
Jack,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Jackie Jernigan,Female,['Chaser for the Welsh National Quidditch team'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Jack Jodieman,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Jack London,Male,['Author'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified merman,Male,[],,,Merperson,,,,,,master,,,,,[],[],,,,,,,,,
Jacob Kowalski's therapist,,['Therapist'],,,Human,No-Maj,,,,,master,,,,,[],[],,,,,,,,,
Unidentified merkid,Male,[],,,Merperson (Selkie),,,,,,master,,,,,[],[],,,,,,,,,
Unidentified member of the Dark Force Defence League,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
John Bunyan,Male,['Writer'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified medieval witch's parents,"Male, female",[],,,Humans,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified medieval witch,Female,[],,,Humans,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified medieval werewolf's husband,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified medieval werewolf's daughter,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified medieval werewolf,Female,[],,,Human (werewolf),,,,,,master,,,,,[],[],,,,,,,,,
Jacob Troll,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Jacob Tusiime,Male,[],,,Human,,,,,,master,,,,,[],['Keeper'],,,,,,,,,
Jacqueline Lejeune,Female,['Quidditch commentator'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Jacques Miskine,Male,['Seeker for the Chadian National Quidditch team'],,,Human,,,,,,master,,,,,[],['Seeker'],,,,,,,,,
Jacturus Cloke III,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified man in Borgin and Burkes in 1996,Male,['Shop assistant in Borgin and Burkes'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Ivan Renshaw,Male,[],,,Human,,,,,,master,,,,,[],['Prefect'],,,,,,,,,
Ivan Popa,Male,['Player for the Romanian National Quidditch team'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Herbifors,,,,,,,,,,,master,Herbifors(HERB-i-fors),,Transformed target into flowers,,,,Transfiguration,Point wand at target,Red or purple,,,,,,
Intern at the Ministry of Magic,Male,['Summer intern at the British Ministry of Magic in the Department of Mysteries'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Iona Morgan,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Unidentified Metamorphmagus Dark wizard,Male,[],,,Human,,,,,,master,,,,,['Garrick Ollivander (disguised)'],[],,,,,,,,,
Irene Kneedander,Female,['Head of the Body for Protection of Magical Species (c. 1892)'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Iris,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Irish feller,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Iris Pius,Female,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Irving Warble,Male,['Composer'],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Isaac,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Isaac Cooper,Male,[],,,Human,,,,,,master,,,,,[],[],,,,,,,,,
Isabelle Aulne,Female,['Reporter'],,,Human,,,,,,master,,,,,[],['Mademoislle'],,,,,,,,,
Isadora,Female,[],,,Iguana,,,,,,master,,,,,[],[],,,,,,,,,
Isaiah,Male,['Prophet'],,,Human,,,,,,master,,,,,[],['Prophet'],,,,,,,,,
