name,gender,job,house,wand,patronus,species,blood_status,hair_colour,eye_colour,loyalty,skills,birth,death,known_ingredients,effect,characteristics,difficulty_level,incantation,type,light,slug,alias_names,animagus,boggart,born,died,eye_color,family_members,hair_color,height,jobs,marital_status,nationality,romances,skin_color,titles,wands,weight,category,creator,hand,difficulty,inventors,ingredients,manufacturers,side_effects,time
Ministry Guards,Males,,,,,Humans,Pure-blood or half-blood,,,,,,,,,,,,,,unidentified-two-ministry-guards,[],,,,,,[],,,['Ministry Guards'],,British,[],White,[],[],,,,,,,,,,
Ministry Official No. 25052018,,,,,,Human,,,,,,,,,,,,,,,ministry-official-no-25052018,[],,,,,,[],,,['British Ministry of Magic official'],,,[],,['British Ministry of Magic Official'],[],,,,,,,,,,
Ministry Official No. 39423,,,,,,Human,,,,,,,,,,,,,,,ministry-official-no-39423,[],,,,,,[],,,['British Ministry of Magic official'],,,[],,['British Ministry of Magic Official'],[],,,,,,,,,,
Ministry of Magic visitor with a big curled moustache,Male,,,,,Human,,,,,,,,,,,,,,,unidentified-moustachioed-british-ministry-visitor,[],,,,,,[],White,,[],,,[],Pale,[],[],,,,,,,,,,
Ministry Visitor No. 09602,,,,,,Human,,,,,,,,,,,,,,,ministry-of-magic-visitor-no-09602,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Ministry Visitor No. 09603,,,,,,Human,,,,,,,,,,,,,,,ministry-of-magic-visitor-no-09603,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Ministry Visitor No. 09786,,,,,,Human,,,,,,,,,,,,,,,ministry-of-magic-visitor-no-09786,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Mirabel Garlick,Female,,Hufflepuff,,,Human,Muggle-born,,,,,,,,,,,,,,mirabel-garlick,[],,,"In or before 1872, London, England, Great Britain",,Green,"['Parents', 'Garlick family']",Red,,['Professor of Herbology at Hogwarts School of Witchcraft and Wizardry'],Unmarried,English,[],Fair,['Professor'],"['Unknown length, wood and core']",,,,,,,,,,
Mirabel Garlick's parents,Male and Female,,,,,Human,Muggle,,,,,,,,,,,,,,mirabel-garlick-s-parents,[],,,Before 1890,,,"['Mirabel Garlick (daughter)', 'Garlick family']",,,[],,English,[],,[],[],,,,,,,,,,
Mirabel Garlick's predecessor,Male,,,,,Human,,,,,,,,,,,,,,,mirabel-garlick-s-predecessor,[],,,Before 1890,,,[],,,['Professor of Herbology at Hogwarts School of Witchcraft and Wizardry (formerly)'],,British or Irish,[],,['Professor'],[],,,,,,,,,,
Mirabella Plunkett,Female,,,,,"Human (formerly), Haddock",,,,,,,,,,,,,,,mirabella-plunkett,[],Haddock (possibly),,1839,Before 1993,Blue,"['Father', 'Mother', 'Unidentified merman (possible husband)']",Red,,[],,British,['Unidentified merman'],Pale,[],[],,,,,,,,,,
Miraforum,Female,,,,,Human,,,,,,,,,,,,,,,miraforum-american-witch,['Big Hands'],,,,,,['Miraforum (possibly)'],,,[],,,[],,['Madam'],[],,,,,,,,,,
Miranda Flockton,Female,,Ravenclaw,,,Human,,,,,,,,,,,,,,,miranda-flockton,[],,,31 August 1982 or earlier,,Green,[],Brown,,[],,British or Irish,[],Light,[],[],,,,,,,,,,
Miranda Goshawk,Female,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,miranda-goshawk,[],,,1921,,Blue,"['Mother', 'Father', 'Diadema Goshawk (older sister)', 'Romilda Goshawk (older sister)', 'Tangwystl Goshawk (older sister)', 'Five more older sisters', 'Several uncles', 'Several aunts', 'Several cousins', 'Grandmother', 'Goshawk family']","Dark blue (formerly), Purple (formerly), Grey",,['Author'],,British or Irish,[],White,[],"['Unknown length, wood and core']",,,,,,,,,,
Miranda Goshawk's aunts and uncles,Males/females,,,,,Human,,,,,,,,,,,,,,,miranda-goshawk-s-aunts-and-uncles,[],,,,,,"['Mother or mother-in-law', 'Children', 'Mr Goshawk (brother/brother-in-law)', 'Mrs Goshawk (sister-in-law/co-sister-in-law)', 'Diadema Goshawk (niece)', 'Romilda Goshawk (niece)', 'Tangwystl Goshawk (niece)', 'Five other nieces', 'Miranda Goshawk (niece)', 'Goshawk family']",,,[],,,[],,[],[],,,,,,,,,,
Miranda Goshawk's cousins,,,,,,Humans,,,,,,,,,,,,,,,miranda-goshawk-s-cousins,[],,,,,,"['Parents/aunts and uncles', 'Uncle', 'Aunt', 'Romilda Goshawk (cousin)', 'Diadema Goshawk (cousin)', 'Tangwystl Goshawk (cousin)', 'Five other cousins', 'Miranda Goshawk (cousin)', 'Grandmother', 'Goshawk family']",,,[],,,[],,[],[],,,,,,,,,,
Miranda Goshawk's father,Male,,,,,Human,,,,,,,,,,,,,,,miranda-goshawk-s-father,[],,,Before 1915,In or after 1920 (possibly),,"['Mother or mother-in-law', 'Siblings and in-laws', 'Wife', 'Diadema Goshawk (daughter)', 'Romilda Goshawk (daughter)', 'Tangwystl Goshawk (daughter)', 'Five other daughters', 'Miranda Goshawk (daughter)', 'Nieces and nephews']",,,[],Married,,[],,[],[],,,,,,,,,,
Miranda Goshawk's grandmother,Female,,,,,Human,,,,,,,,,,,,,,,goshawk-sisters-grandmother,[],,,,,,"['Mr Goshawk (son or son-in-law)', 'Mrs Goshawk (daughter or daughter-in-law)', 'Several sons/sons-in-law', 'Several daughters/daughters-in-law', 'Several nephews and nieces', 'Diadema Goshawk (grandaughter)', 'Romilda Goshawk (grandaughter)', 'Tangwystl Goshawk (grandaughter)', 'Five other grandaughters', 'Miranda Goshawk (grandaughter)']",,,[],,,[],,[],[],,,,,,,,,,
Miranda Goshawk's mother,Female,,,,,Human,,,,,,,,,,,,,,,miranda-goshawk-s-mother,[],,,Before 1915,In or after 1921,,"['Mother or mother-in-law', 'Husband', 'Diadema Goshawk (daughter)', 'Romilda Goshawk (daughter)', 'Tangwystl Goshawk (daughter)', 'Five other daughters', 'Miranda Goshawk (daughter)', 'Siblings-in-law', 'Nieces and nephews', 'Goshawk family']",,,[],Married,,[],,[],[],,,,,,,,,,
Miraphora Mina,Female,,,,,Human,,,,,,,,,,,,,,,miraphora-mina-ministry-employee,[],,,21 January–18 February,,Green,"['M. Mina (possibly)', 'Miraphora Mina (possibly)', 'Ruth Mina (possibly)', 'Mina family']",Blonde,5'10',['Worker in the Runes & Symbols department'],,,[],,[],[],,,,,,,,,,
Miraphora Mina,Female,,Gryffindor,,,Human,,,,,,,,,,,,,,,miraphora-mina-hogwarts-student,[],,,1970s–1980s,,,"['M. Mina (possibly)', 'Miraphora Mina (possibly)', 'Ruth Mina (possibly)']",,,[],,British or Irish,[],,[],[],,,,,,,,,,
Miraphorus,Female,,,,,Human,,,,,,,,,,,,,,,miraphorus,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Miras Phlaras,Male,,,,,Human,,,,,,,,,,,,,,,miras-phlaras,[],,,,,,[],,,['Reporter for the Daily Prophet'],,,[],,[],[],,,,,,,,,,
Miriam Fig,Female,,,,,Human,,,,,,,,,,,,,,,miriam-fig,[],,,,Between September 1889 and 1 September 1890,,['Eleazar Fig (husband) †'],,,[],Married,,['Eleazar Fig (husband) †'],,[],"['Unknown length, wood, and core']",,,,,,,,,,
Miriam Strout,Female,,,,White Swan,Human,,,,,,,,,,,,,,,miriam-strout,[],,,Before 1973,,Green,[],Light brown,,['Healer'],,British or Irish,[],White,['Madam'],"['Unknown length, wood and core']",,,,,,,,,,
Miro Limus,Male,,,,,Human,,,,,,,,,,,,,,,miro-limus,[],,,,,,[],,,['Author'],,,[],,[],[],,,,,,,,,,
Misapinoa Blishwick (née Black),Female,,Slytherin (possibly),,,Human,Pure-blood,,,,,,,,,,,,,,misapinoa-black,[],,,1826,1926 (aged 99-100),,"['Jimbo Blishwick (husband)', 'House of Black', 'Blishwick family']",,,[],Married or widowed,,[],White,[],[],,,,,,,,,,
Miss Granger,Female,,,,,Human,Muggle,,,,,,,,,,,,,,hermione-granger-s-sister,[],,,After 19 September 1979,,,"['Mother', 'Father', 'Hermione Granger (older sister)', 'Ron Weasley (brother-in-law)', 'Rose Weasley (niece)', 'Hugo Weasley (nephew)', 'Granger family']",,,[],,,[],,[],[],,,,,,,,,,
Miyuki Tsuji,Female,,Ravenclaw,,,Human,,,,,,,,,,,,,,,miyuki-tsuji,[],,,Between 1 September 1975 and 31 August 1982,,Brown,[],Black,,[],,British or Irish,[],Dark,[],[],,,,,,,,,,
Mizuho Yoshii,Female,,Ravenclaw,,,Human,,,,,,,,,,,,,,,mizuho-yoshii,[],,,31 August 1982 or earlier,,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
M. L. Clarké,,,,,,Human,,,,,,,,,,,,,,,m-l-clarke,[],,,Before 1920s,,,[],,,[],,French,[],,[],[],,,,,,,,,,
M. L. Minus,,,,,,Human,,,,,,,,,,,,,,,m-l-minus,[],,,,,,[],,,['Auror Commissioner'],,,[],,[],[],,,,,,,,,,
M. L. Miraphorum,,,,,,Human,,,,,,,,,,,,,,,m-l-miraphorum,[],,,,,,[],,,['Reporter for the No-Maj Bureau of The New York Ghost'],,American,[],,[],[],,,,,,,,,,
M. Mina,,,,,,Human,,,,,,,,,,,,,,,m-mina,[],,,,,,"['Miraphora Mina (possibly)', 'Miraphora Mina (possibly)', 'Ruth Mina (possibly)']",,,[],,,[],,[],[],,,,,,,,,,
M. Miraphorumus,,,,,,Human,,,,,,,,,,,,,,,m-miraphorusus,[],,,,,,[],,,['Reporter for The New York Ghost'],,,[],,[],[],,,,,,,,,,
Mneemi Tumado,Female,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,mneemi-tumado,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Mnemone Radford,Female,,,,,Human,,,,,,,,,,,,,,,mnemone-radford,[],,,1562,1649 (aged 86–87),Blue,[],White,,['Obliviator'],,British,[],Light,[],[],,,,,,,,,,
Mnemosyne,Female,,,,,Human,,,,,,,,,,,,,,,mnemosyne,[],,,c. 1810,,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
Modesty Barebone,Female,,,,,Human,No-Maj (presumably),,,,,,,,,,,,,,modesty-barebone,[],,,"Between 8 December 1917 and 7 December 1918, United States of America (presumably)",,,"['Biological father', 'Biological mother', 'Mary Lou Barebone (adoptive mother) †', 'Nine biological siblings', 'Chastity Barebone (adoptive sister) †', 'Aurelius Dumbledore (adoptive brother)', 'Bartholomew Barebone (adoptive ancestor) †', 'Adoptive ancestor †', 'Biological family', 'Barebone family (adoptive family)']",,,[],Single,American,[],,[],[],,,,,,,,,,
Modesty Barebone's biological father,Male,,,,,Human,,,,,,,,,,,,,,,modesty-barebone-s-biological-father,[],,,,,,"['Wife', 'Modesty Barebone (daughter)', 'Nine other children']",,,[],Married,,[],,[],[],,,,,,,,,,
Modesty Barebone's biological mother,Female,,,,,Human,,,,,,,,,,,,,,,modesty-barebone-s-biological-mother,[],,,,,,"['Husband', 'Modesty Barebone (daughter)', 'Nine other children']",,,[],Married,,[],,[],[],,,,,,,,,,
Modesty Rabnott,Female,,,,,Human,,,,,,,,,,,,,,,modesty-rabnott,[],,,,,,"['Prudence Rabnott (sister)', 'Edward Rabnott (possibly)']",,,[],,British,[],,['Madam'],[],,,,,,,,,,
Modesty Rabnott's Hippogriff,,,,,,Hippogriff,,,,,,,,,,,,,,,modesty-rabnott-s-hippogriff,[],,,In or before 1269,,,[],,,[],,,[],,[],[],,,,,,,,,,
Moira,Female,,,,,Human,,,,,,,,,,,,,,,moira,[],,,Between 1 September 1990 and 31 August 1996,,Brown,[],Grey,,[],,British or Irish,[],Dark,[],[],,,,,,,,,,
Moira Denge,Female,,,,,Human,,,,,,,,,,,,,,,moira-denge,[],,,Before 1975,,,['Daniel Denge (husband)'],,,[],,British,['Daniel Denge (husband)'],,[],[],,,,,,,,,,
Molière,,,,,,Human,,,,,,,,,,,,,,,moliere,[],,,Before the 1920s,,,[],,,['Dentist'],,French,[],,['Doctor'],[],,,,,,,,,,
Molly,Female,,,,,Human,,,,,,,,,,,,,,,molly-gobstones-player,[],,,Before 2012,,,[],,,[],,,[],,[],[],,,,,,,,,,
Molly Weasley,Female,,,,,Human,"Pure-blood, half-blood or Squib",,,,,,,,,,,,,,molly-weasley-ii,[],,,After 2 May 2000,,,"['Percy Weasley (father)', 'Audrey Weasley (mother)', 'Lucy Weasley (younger sister)', 'William Weasley (paternal uncle)', 'Charles Weasley (paternal uncle)', 'Fred Weasley (paternal uncle) †', 'George Weasley (paternal uncle)', 'Ronald Weasley (paternal uncle)', 'Ginevra Potter (née Weasley) (paternal aunt)', 'Fleur Weasley (née Delacour) (paternal aunt by marriage)', 'Angelina Weasley (née Johnson) (paternal aunt by marriage)', 'Hermione Granger (paternal aunt by marriage)', 'Harry Potter (paternal uncle by marriage)', 'Padma Patil (paternal aunt by marriage in alternate timeline)', 'Victoire Weasley (paternal first cousin)', 'Dominique Weasley (paternal first cousin)', 'Louis Weasley (paternal first cousin)', 'Fred Weasley (II) (paternal first cousin)', 'Roxanne Weasley (paternal first cousin)', 'Rose Granger-Weasley (paternal first cousin)', 'Hugo Granger-Weasley (paternal first cousin)', 'James Potter (II) (paternal first cousin)', 'Albus Potter (paternal first cousin)', 'Lily Potter (II) (paternal first cousin)', 'Panju Weasley (paternal first cousin in alternate timeline)', 'Arthur Weasley (paternal grandfather)', 'Molly Weasley (née Prewett) (paternal grandmother)', 'Matilda Weasley (possible relative)', 'G. Weasley (possible relative)', 'Garreth Weasley (possible relative)', 'Possible relative', 'Possible relatives', 'Hector Weasley (possible relative)', 'Weasley family (paternal family)']",,,[],,,[],,[],[],,,,,,,,,,
Molly Weasley (née Prewett),Female,,Gryffindor,,Non-corporeal,Human,Pure-blood,,,,,,,,,,,,,,molly-weasley,['Mollywobbles (by Arthur Weasley)'],,Corpses of her family and Harry Potter,"30 October 1949 or 1950, England, Great Britain",,Hazel,"['Father', 'Gideon Prewett (brother) †', 'Fabian Prewett (brother) †', 'Bilius (brother or brother-in-law) †', 'Brother or brother-in-law', 'Arthur Weasley (husband)', 'William Weasley (son)', 'Charles Weasley (son)', 'Percy Weasley (son)', 'Fred Weasley (son) †', 'George Weasley (son)', 'Ronald Weasley (son)', 'Ginevra Potter (née Weasley) (daughter)', 'Fleur Weasley (née Delacour) (daughter-in-law)', 'Audrey Weasley (daughter-in-law)', 'Angelina Weasley (née Johnson) (daughter-in-law)', 'Hermione Granger (daughter-in-law)', 'Harry Potter (son-in-law)', 'Padma Patil (daughter-in-law in alternate timeline)', 'Victoire Weasley (granddaughter)', 'Dominique Weasley (granddaughter)', 'Louis Weasley (grandson)', 'Molly Weasley (II) (granddaughter)', 'Lucy Weasley (granddaughter)', 'Fred Weasley (II) (grandson)', 'Roxanne Weasley (granddaughter)', 'Rose Granger-Weasley (granddaughter)', 'Hugo Granger-Weasley (grandson)', 'James Potter (II) (grandson)', 'Albus Potter (grandson)', 'Lily Potter (II) (granddaughter)', 'Panju Weasley (grandson in alternate timeline)', 'Septimus Weasley (father-in-law)', 'Cedrella Weasley (née Black) (mother-in-law)', 'Two brothers-in-law', 'Nephew or nephew by marriage', 'Ignatius Prewett (paternal uncle)', 'Lucretia Prewett (née Black) (paternal aunt by marriage) †', 'Tessie (possible aunt or aunt by marriage)', 'Possible relative', 'Leander Prewett (possible relative)', 'J. E. Prewitt (possible relative)', 'Prewett family (paternal family)', 'Weasley family (in-laws/descendants)']",Red,5'3.5',[],Married,English,['Arthur Weasley (husband)'],Fair,[],"['Unknown length, wood and core']",113 lbs,,,,,,,,,
Molly Weasley's second cousin,Male,,,,,Human,Squib (possibly),,,,,,,,,,,,,,molly-weasley-s-second-cousin,[],,,Before 1974,,,"['Wife', 'Mafalda (daughter)', 'Muriel (possible grandmother, great-aunt, or great-aunt by marriage)', 'First cousin once removed or first cousin once removed-in-law', 'Possible relative', 'Leander Prewett (possible relative)', 'J. E. Prewitt (possible relative)']",,,"['Accountant', 'Stockbroker']",Married,English (presumably),['Wife'],,[],[],,,,,,,,,,
Momolu Wotorson,Male,,,,,Human,,,,,,,,,,,,,,,momolu-wotorson,[],,,,,,[],,,['Delegate of the International Confederation of Wizards'],,,[],,[],[],,,,,,,,,,
Monsieur Delacour,Male,,,,,Human,,,,,,,,,,,,,,,delacour-sisters-father,[],,,,,,"['Apolline Delacour (wife)', 'Fleur Delacour (daughter)', 'Gabrielle Delacour (daughter)', 'Mother-in-law', 'William Weasley (son-in-law)', 'Victoire Weasley (granddaughter)', 'Dominique Weasley (granddaughter)', 'Louis Weasley (grandson)', 'Two possible nieces by marriage', 'Delacour family']",Black,Short,[],,French,['Apolline Delacour (wife)'],White,['Monsieur'],[],,,,,,,,,,
Monstrous Leaky Cauldron guest,,,,,,Human or non-human creature,,,,,,,,,,,,,,,monstrous-leaky-cauldron-guest,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Montague Knightley,Male,,,,,Human,,,,,,,,,,,,,,,montague-knightley,[],,,1506,1588 (aged 81–82),Green,[],Dark,,"[""Professional Wizard's Chess player""]",,,[],Fair,['Wizard Chess Champion'],[],,,,,,,,,,
Montgomery,Male,,,,,Human,Pure-blood or half-blood (likely),,,,,,,,,,,,,,montgomery,[],,,Between April 1991 and April 1992,"April 1997 (aged 5), St Mungo's Hospital for Magical Maladies and Injuries, London, England, Great Britain",,"['Mother', 'Two elder sisters', 'Phillip Montgomery (possible relative)', 'Montgomery family']",,,[],,,[],,[],[],,,,,,,,,,
Montgomery sisters,Female,,,,,Human,,,,,,,,,,,,,,,montgomery-sisters,[],,,Circa 1978-1985,,,"['Mother', 'Montgomery (younger brother) †', 'Phillip Montgomery (possibly)', 'Montgomery family']",,,[],,British or Irish,[],,[],[],,,,,,,,,,
Mooncalf at the Magical Creatures Reserve,,,,,,Mooncalf,,,,,,,,,,,,,,,mooncalf-at-the-magical-creatures-reserve,[],,,,,Blue-green,[],,,[],,,[],Light,[],[],,,,,,,,,,
Mooncalf in Oculus Regulus Opticiens,,,,,,Mooncalf,,,,,,,,,,,,,,,mooncalf-in-oculus-regulus-opticiens,[],,,Before 1929,,Blue,[],Grey,,[],,,[],,[],[],,,,,,,,,,
Mopsus,Male,,,,,Human,,,,,,,,,,,,,,,mopsus-20th-century,[],,,,,,['Mopsus (possibly)'],,,[],,,[],,[],[],,,,,,,,,,
Mopsus,Male,,,,,Human,,,,,,,,,,,,,,,mopsus-antiquity,[],,,Ancient Greece,Ancient Greece,Blue,[],Grey,,['Seer'],,Greek,[],White,[],[],,,,,,,,,,
Mopsy Fleabert,Female,,,,,Human,,,,,,,,,,,,,,,mopsy-fleabert,[],,,,,,[],,,"['Dog breeder', 'Author']",,British,[],,[],[],,,,,,,,,,
Morag,Female,,"Ravenclaw, Slytherin or Hufflepuff",,,Human,,,,,,,,,,,,,,,morag,[],,,c. 1981 (most likely),,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
Morag Campbell,Female,,,,,Human,,,,,,,,,,,,,,,morag-campbell,[],,,,,Grey,[],Light brown,,['Auror'],,,[],White,[],[],,,,,,,,,,
Morag MacDougal,Female,,Ravenclaw,,,Human,Pure-blood,,,,,,,,,,,,,,morag-macdougal,[],,,Between 1 September 1979 and 31 August 1980,,,[],,,[],,British or Irish,[],,[],[],,,,,,,,,,
Moran,Female,,,,,Human,,,,,,,,,,,,,,,moran,[],,,,,,[],,,['Chaser for the Irish National Quidditch team'],,Irish,[],,['Chaser'],[],,,,,,,,,,
Mordecai Berrycloth,Male,,,,,Human,,,,,,,,,,,,,,,mordecai-berrycloth,[],,,,,,[],,,['Auror'],,British,[],,[],[],,,,,,,,,,
Mordicus Egg,Male,,,,,Human,,,,,,,,,,,,,,,mordicus-egg,[],,,Before 1963,In or before the 1993–1994 school year,"Dark (formerly), Grey",[],Brown,,"['Muggle expert', 'Author', 'Professor at Hogwarts School of Witchcraft and Wizardry', 'Headmaster at Hogwarts School of Witchcraft and Wizardry']",,British or Ireland,[],White,['Professor'],"['Unknown length, wood and core']",,,,,,,,,,
Morfin Gaunt,Male,,,,,Human,Pure-blood,,,,,,,,,,,,,,morfin-gaunt,[],,,"Between the 1890s and 1907, Great Britain","Between 1943 and 1996 (aged at least 36), Azkaban, North Sea, Great Britain",Dark,"['Marvolo Gaunt (father) †', 'Merope Riddle (née Gaunt) (sister) †', 'Tom Riddle Senior (brother-in-law) †', 'Lord Voldemort (nephew) †', 'Salazar Slytherin (paternal ancestor) †', 'Cadmus Peverell (paternal ancestor) †', 'House of Gaunt']",,,[],Single,British,[],,[],"['Unknown length, wood and core']",,,,,,,,,,
Morfin Gaunt's first snake,,,,,,Snake,,,,,,,,,,,,,,,morfin-gaunt-s-first-snake,[],,,,Before 1925,,[],,,[],,,[],,[],[],,,,,,,,,,
Morfin Gaunt's second snake,,,,,,Adder,,,,,,,,,,,,,,,morfin-gaunt-s-second-snake,"[""'Little snakey'""]",,,Before 1925,,,[],,,[],,,[],,[],[],,,,,,,,,,
Morgan le Fay,Female,,,,,Human,,,,,,,,,,,,,,,morgan-le-fay,['Morgana'],Bird,,982 or later,Middle Ages,Blue,['King Arthur (half-brother)'],Red,,['Ruler of Avalon'],,,[],White,['Queen of Avalon'],[],,,,,,,,,,
Morholt,Male,,,,,Giant,,,,,,,,,,,,,,,morholt,[],,,,,Brown,['Brother †'],Dirty blond,,[],,Irish,[],Pink,[],[],,,,,,,,,,
Morholt's brother,Male,,,,,Giant,,,,,,,,,,,,,,,morholt-s-brother,[],,,,,,['Morholt (brother)'],,,[],,,[],,['King'],[],,,,,,,,,,
Morrigan,Female,,,,,Human,Pure-blood,,,,,,,,,,,,,,morrigan,[],Crow,,Ireland,,,"['William Sayre (descendant) †', 'Isolt Steward (née Sayre) (descendant) †', 'Chadwick Boot (adoptive descendant)', 'Webster Boot (adoptive descendant)', 'Martha Steward (II) (descendant)', 'Rionach Steward (descendant)', 'Sayre family (descendants)', 'Steward family (descendants)', 'Boot family (adoptive descendants)', 'Calderon-Boot family (adoptive descendants)']",,,[],,Irish,[],,[],[],,,,,,,,,,
Mortimer Dreadnaught,Male,,,,,Human,,,,,,,,,,,,,,,mortimer-dreadnaught,['Reginald Billings (by Peeves)'],,,Between 1 September 1995 and 31 August 1997,,Brown,[],Reddish-brown,,[],,British or Irish,[],"Light, Green (temporarily)",[],[],,,,,,,,,,
Mortlake,Male,,,,,Human,,,,,,,,,,,,,,,mortlake,[],,,,,,[],,,[],,British,[],,[],[],,,,,,,,,,
Morton Parpidum,Male,,,,,Human,,,,,,,,,,,,,,,morton-parpidum,[],,,,,,"['Elric Parpidum (possibly)', 'Parpidum family']",,,[],,British,[],,[],[],,,,,,,,,,
Mortunie Gutikkcus,Male,,,,,Human,Pure-blood or half-blood,,,,,,,,,,,,,,mortunie-gutikkcus,[],,,,,,[],,,[],,,[],,[],[],,,,,,,,,,
Morven Merriweather,Male,,,,,"Human (formerly), Ghost",,,,,,,,,,,,,,,morven-merriweather,[],,,,,Grey,"['Son †', 'Tiburon Merriweather (great-great-grandson) †', 'Merriweather family']",White,,[],,,[],Pale,[],[],,,,,,,,,,
Morven Merriweather's son,Male,,,,,Human,Squib,,,,,,,,,,,,,,morven-merriweather-s-squib-son,[],,,,,,"['Morven Merriweather (father) †', 'Siblings', 'Merriweather family']",,,[],,Scottish,[],,[],[],,,,,,,,,,
Morwena Ganderwort,Female,,,,,Human,,,,,,,,,,,,,,,morwena-ganderwort,['The Snake'],,,,,,[],,,['Criminal'],,American,[],,[],[],,,,,,,,,,
Mosag,Female,,,,,Acromantula,,,,,,,,,,,,,,,mosag,[],,,,,Black,"['Aragog (husband) †', 'Unnamed children']",Brown,Around 15 feet,[],,,[],,[],[],,,,,,,,,,
Mountain troll in the Forest Grove,,,,,,Mountain troll,,,,,,,,,,,,,,,mountain-troll-in-the-forest-grove,[],,,,,,[],,,[],,,[],Grey,[],[],,,,,,,,,,
M. P. Carneirus,,,,,,Human,,,,,,,,,,,,,,,m-p-carneirus,[],,,,,,"['M. P. N. Carneirus (possibly)', 'Mauricios Carneirus (possibly)', 'M. Carneirus (American) (possibly)', 'M. Carneirus (British) (possibly)', 'Cas Carneirus (possibly)', 'Carneirus family']",,,['Captain of Aurors'],,American,[],,[],[],,,,,,,,,,
M. P. N. Carnerius,,,,,,Human,,,,,,,,,,,,,,,m-p-n-carneirus,[],,,,,,"['M. P. Carneirus (possibly)', 'Cas Carneirus (possibly)', 'Mauricios Carneirus (possibly)', 'M. Carneirus (American) (possibly)', 'M. Carneirus (British) (possibly)', 'Carneirus family']",,,"['Astronomer', 'Author']",,,[],,[],[],,,,,,,,,,
M. P. Nettum,,,,,,Human,,,,,,,,,,,,,,,m-p-nettum,[],,,,,,[],,,['Reporter for The New York Ghost'],,,[],,[],[],,,,,,,,,,
